"","site","year","species_name","plant_ID","count","method","stem_cm","trap_area_m2","family","genus","epithet","seed_development_years","pollinator_code","mycorrhiza_type","needleleaf_broadleaf","deciduous_evergreen","seed_maturation_timing","seed_mass_mg","sexual_system","shade_tolerance","growth_form","seed_bank","fleshy_fruit","dispersal_syndrome","fruits_m2","fruits"
"10533","AND",1972,"Abies_amabilis","CNCT_24ABAM18",39,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,39
"10534","AND",1974,"Abies_amabilis","CNCT_24ABAM18",42,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,42
"10535","AND",1975,"Abies_amabilis","CNCT_24ABAM18",60,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,60
"10536","AND",1976,"Abies_amabilis","CNCT_24ABAM18",94,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,94
"10537","AND",1962,"Abies_amabilis","CNCT_24ABAM19",21,"PARTIALCONECOUNT",103.4,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,21
"10538","AND",1963,"Abies_amabilis","CNCT_24ABAM19",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"10539","AND",1965,"Abies_amabilis","CNCT_24ABAM19",14,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,14
"10540","AND",1968,"Abies_amabilis","CNCT_24ABAM19",136,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,136
"10541","AND",1970,"Abies_amabilis","CNCT_24ABAM19",114,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,114
"10542","AND",1974,"Abies_amabilis","CNCT_24ABAM19",15,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,15
"10543","AND",1975,"Abies_amabilis","CNCT_24ABAM19",3,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,3
"10544","AND",1976,"Abies_amabilis","CNCT_24ABAM19",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"10545","AND",1962,"Abies_amabilis","CNCT_24ABAM20",5,"PARTIALCONECOUNT",95.5,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,5
"10546","AND",1965,"Abies_amabilis","CNCT_24ABAM20",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"10547","AND",1962,"Abies_amabilis","CNCT_24ABAM21",10,"PARTIALCONECOUNT",108.7,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,10
"10548","AND",1963,"Abies_amabilis","CNCT_24ABAM21",14,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,14
"10549","AND",1965,"Abies_amabilis","CNCT_24ABAM21",39,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,39
"10550","AND",1968,"Abies_amabilis","CNCT_24ABAM21",242,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,242
"10551","AND",1970,"Abies_amabilis","CNCT_24ABAM21",91,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,91
"10552","AND",1971,"Abies_amabilis","CNCT_24ABAM21",2,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,2
"10553","AND",1972,"Abies_amabilis","CNCT_24ABAM21",6,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,6
"10554","AND",1974,"Abies_amabilis","CNCT_24ABAM21",75,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,75
"10555","AND",1976,"Abies_amabilis","CNCT_24ABAM21",54,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,54
"10556","AND",1962,"Abies_amabilis","CNCT_24ABAM22",15,"PARTIALCONECOUNT",121.7,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,15
"10557","AND",1963,"Abies_amabilis","CNCT_24ABAM22",15,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,15
"10558","AND",1965,"Abies_amabilis","CNCT_24ABAM22",37,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,37
"10559","AND",1966,"Abies_amabilis","CNCT_24ABAM22",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"10560","AND",1968,"Abies_amabilis","CNCT_24ABAM22",254,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,254
"10561","AND",1970,"Abies_amabilis","CNCT_24ABAM22",80,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,80
"10562","AND",1972,"Abies_amabilis","CNCT_24ABAM22",28,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","amabilis",2,"wind","EM","needleleaf","evergreen","late summer",46.20633539,"monoecious","tolerant","tree","no","no","abiotic",NA,28
"10563","AND",1981,"Abies_concolor","CNCT_26ABCO21",104,"PARTIALCONECOUNT",74,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,104
"10564","AND",1982,"Abies_concolor","CNCT_26ABCO21",3,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,3
"10565","AND",1984,"Abies_concolor","CNCT_26ABCO21",110,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,110
"10566","AND",1987,"Abies_concolor","CNCT_26ABCO21",212,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,212
"10567","AND",1989,"Abies_concolor","CNCT_26ABCO21",15,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,15
"10568","AND",1990,"Abies_concolor","CNCT_26ABCO21",1,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,1
"10569","AND",1991,"Abies_concolor","CNCT_26ABCO21",450,"PARTIALCONECOUNT",76.6,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,450
"10570","AND",1993,"Abies_concolor","CNCT_26ABCO21",43,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,43
"10571","AND",1995,"Abies_concolor","CNCT_26ABCO21",275,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,275
"10572","AND",1997,"Abies_concolor","CNCT_26ABCO21",220,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,220
"10573","AND",1999,"Abies_concolor","CNCT_26ABCO21",220,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,220
"10574","AND",2001,"Abies_concolor","CNCT_26ABCO21",220,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,220
"10575","AND",2003,"Abies_concolor","CNCT_26ABCO21",145,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,145
"10576","AND",2006,"Abies_concolor","CNCT_26ABCO21",150,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,150
"10577","AND",2008,"Abies_concolor","CNCT_26ABCO21",70,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,70
"10578","AND",2009,"Abies_concolor","CNCT_26ABCO21",75,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,75
"10579","AND",2011,"Abies_concolor","CNCT_26ABCO21",67,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,67
"10580","AND",2014,"Abies_concolor","CNCT_26ABCO21",210,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,210
"10581","AND",2016,"Abies_concolor","CNCT_26ABCO21",65,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,65
"10582","AND",1981,"Abies_concolor","CNCT_26ABCO22",23,"PARTIALCONECOUNT",42,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,23
"10583","AND",1982,"Abies_concolor","CNCT_26ABCO22",58,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,58
"10584","AND",1984,"Abies_concolor","CNCT_26ABCO22",8,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,8
"10585","AND",1987,"Abies_concolor","CNCT_26ABCO22",83,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,83
"10586","AND",1991,"Abies_concolor","CNCT_26ABCO22",137,"PARTIALCONECOUNT",46.5,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,137
"10587","AND",1993,"Abies_concolor","CNCT_26ABCO22",3,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,3
"10588","AND",1995,"Abies_concolor","CNCT_26ABCO22",10,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,10
"10589","AND",1997,"Abies_concolor","CNCT_26ABCO22",95,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,95
"10590","AND",1999,"Abies_concolor","CNCT_26ABCO22",52,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,52
"10591","AND",2001,"Abies_concolor","CNCT_26ABCO22",31,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,31
"10592","AND",2003,"Abies_concolor","CNCT_26ABCO22",43,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,43
"10593","AND",2006,"Abies_concolor","CNCT_26ABCO22",28,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,28
"10594","AND",2009,"Abies_concolor","CNCT_26ABCO22",27,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,27
"10595","AND",2011,"Abies_concolor","CNCT_26ABCO22",7,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,7
"10596","AND",2014,"Abies_concolor","CNCT_26ABCO22",65,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,65
"10597","AND",2016,"Abies_concolor","CNCT_26ABCO22",5,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,5
"10598","AND",1981,"Abies_concolor","CNCT_26ABCO23",14,"PARTIALCONECOUNT",51.2,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,14
"10599","AND",1982,"Abies_concolor","CNCT_26ABCO23",16,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,16
"10600","AND",1991,"Abies_concolor","CNCT_26ABCO23",170,"PARTIALCONECOUNT",53.2,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,170
"10601","AND",1995,"Abies_concolor","CNCT_26ABCO23",50,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,50
"10602","AND",1997,"Abies_concolor","CNCT_26ABCO23",10,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,10
"10603","AND",1999,"Abies_concolor","CNCT_26ABCO23",19,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,19
"10604","AND",2001,"Abies_concolor","CNCT_26ABCO23",7,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,7
"10605","AND",2003,"Abies_concolor","CNCT_26ABCO23",17,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,17
"10606","AND",1981,"Abies_concolor","CNCT_26ABCO24",33,"PARTIALCONECOUNT",70.8,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,33
"10607","AND",1984,"Abies_concolor","CNCT_26ABCO24",39,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,39
"10608","AND",1987,"Abies_concolor","CNCT_26ABCO24",40,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,40
"10609","AND",1989,"Abies_concolor","CNCT_26ABCO24",8,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,8
"10610","AND",1991,"Abies_concolor","CNCT_26ABCO24",245,"PARTIALCONECOUNT",75.8,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,245
"10611","AND",1995,"Abies_concolor","CNCT_26ABCO24",205,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,205
"10612","AND",1997,"Abies_concolor","CNCT_26ABCO24",90,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,90
"10613","AND",1999,"Abies_concolor","CNCT_26ABCO24",120,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,120
"10614","AND",2001,"Abies_concolor","CNCT_26ABCO24",140,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,140
"10615","AND",2003,"Abies_concolor","CNCT_26ABCO24",94,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,94
"10616","AND",2006,"Abies_concolor","CNCT_26ABCO24",86,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,86
"10617","AND",2009,"Abies_concolor","CNCT_26ABCO24",29,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,29
"10618","AND",2011,"Abies_concolor","CNCT_26ABCO24",8,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,8
"10619","AND",2014,"Abies_concolor","CNCT_26ABCO24",60,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,60
"10620","AND",2016,"Abies_concolor","CNCT_26ABCO24",174,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,174
"10621","AND",1981,"Abies_concolor","CNCT_26ABCO25",44,"PARTIALCONECOUNT",33.1,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,44
"10622","AND",1984,"Abies_concolor","CNCT_26ABCO25",37,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,37
"10623","AND",1987,"Abies_concolor","CNCT_26ABCO25",18,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,18
"10624","AND",1988,"Abies_concolor","CNCT_26ABCO25",82,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,82
"10625","AND",1989,"Abies_concolor","CNCT_26ABCO25",6,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,6
"10626","AND",1991,"Abies_concolor","CNCT_26ABCO25",382,"PARTIALCONECOUNT",41.9,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,382
"10627","AND",1993,"Abies_concolor","CNCT_26ABCO25",2,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,2
"10628","AND",1995,"Abies_concolor","CNCT_26ABCO25",285,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,285
"10629","AND",1997,"Abies_concolor","CNCT_26ABCO25",180,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,180
"10630","AND",1999,"Abies_concolor","CNCT_26ABCO25",80,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,80
"10631","AND",2001,"Abies_concolor","CNCT_26ABCO25",215,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,215
"10632","AND",2003,"Abies_concolor","CNCT_26ABCO25",68,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,68
"10633","AND",2006,"Abies_concolor","CNCT_26ABCO25",48,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,48
"10634","AND",2009,"Abies_concolor","CNCT_26ABCO25",24,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,24
"10635","AND",2010,"Abies_concolor","CNCT_26ABCO25",12,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,12
"10636","AND",2011,"Abies_concolor","CNCT_26ABCO25",12,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,12
"10637","AND",2013,"Abies_concolor","CNCT_26ABCO25",15,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,15
"10638","AND",2014,"Abies_concolor","CNCT_26ABCO25",75,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,75
"10639","AND",2016,"Abies_concolor","CNCT_26ABCO25",255,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,255
"10640","AND",1981,"Abies_concolor","CNCT_26ABCO26",250,"PARTIALCONECOUNT",89.4,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,250
"10641","AND",1982,"Abies_concolor","CNCT_26ABCO26",142,"PARTIALCONECOUNT",NA,NA,"Pinaceae","Abies","concolor",2,"wind","EM","needleleaf","evergreen","fall",34.28470563,"monoecious","tolerant","tree","no","no","abiotic",NA,142
